时间戳,时间,动作,方向,市场,价格,数量,USDC金额,OutcomeIndex
1765390104,2025-12-11 02:08:24,BUY,Up,btc-updown-15m-1765389600,0.280000011851125,6.750414,1.890116,0
1765390104,2025-12-11 02:08:24,BUY,Up,btc-updown-15m-1765389600,0.29,12.0,3.48,0
1765390104,2025-12-11 02:08:24,BUY,Up,btc-updown-15m-1765389600,0.29,5.0,1.45,0
1765390104,2025-12-11 02:08:24,BUY,Down,btc-updown-15m-1765389600,0.69,17.0,11.73,1
1765390104,2025-12-11 02:08:24,BUY,Down,btc-updown-15m-1765389600,0.69,17.0,11.73,1
1765390104,2025-12-11 02:08:24,BUY,Down,btc-updown-15m-1765389600,0.67,17.0,11.39,1
1765390104,2025-12-11 02:08:24,BUY,Up,btc-updown-15m-1765389600,0.28,17.0,4.76,0
1765390104,2025-12-11 02:08:24,BUY,Up,btc-updown-15m-1765389600,0.28,17.0,4.76,0
1765390106,2025-12-11 02:08:26,BUY,Up,btc-updown-15m-1765389600,0.29000005680010904,1.408448,0.40845,0
1765390106,2025-12-11 02:08:26,BUY,Up,btc-updown-15m-1765389600,0.29,17.0,4.93,0
1765390106,2025-12-11 02:08:26,BUY,Down,btc-updown-15m-1765389600,0.68,17.0,11.56,1
1765390106,2025-12-11 02:08:26,BUY,Up,btc-updown-15m-1765389600,0.29,5.0,1.45,0
1765390106,2025-12-11 02:08:26,BUY,Up,btc-updown-15m-1765389600,0.29,17.0,4.93,0
1765390106,2025-12-11 02:08:26,BUY,Up,btc-updown-15m-1765389600,0.28000005179857607,3.86111,1.081111,0
1765390106,2025-12-11 02:08:26,BUY,Up,btc-updown-15m-1765389600,0.28,17.0,4.76,0
1765390106,2025-12-11 02:08:26,BUY,Up,btc-updown-15m-1765389600,0.2800000120000048,6.666664,1.866666,0
1765390106,2025-12-11 02:08:26,BUY,Down,btc-updown-15m-1765389600,0.68,17.0,11.56,1
1765390106,2025-12-11 02:08:26,BUY,Up,btc-updown-15m-1765389600,0.27,17.0,4.59,0
1765390106,2025-12-11 02:08:26,BUY,Up,btc-updown-15m-1765389600,0.27,17.0,4.59,0
1765390108,2025-12-11 02:08:28,BUY,Up,btc-updown-15m-1765389600,0.29,9.04,2.6216,0
1765390108,2025-12-11 02:08:28,BUY,Up,btc-updown-15m-1765389600,0.29000001936367104,1.549293,0.449295,0
1765390108,2025-12-11 02:08:28,BUY,Down,btc-updown-15m-1765389600,0.72,17.0,12.24,1
1765390108,2025-12-11 02:08:28,BUY,Down,btc-updown-15m-1765389600,0.72,17.0,12.24,1
1765390108,2025-12-11 02:08:28,BUY,Up,btc-updown-15m-1765389600,0.28,13.13,3.6764,0
1765390108,2025-12-11 02:08:28,BUY,Up,btc-updown-15m-1765389600,0.28,8.522775,2.386377,0
1765390110,2025-12-11 02:08:30,BUY,Up,btc-updown-15m-1765389600,0.27,17.0,4.59,0
1765390110,2025-12-11 02:08:30,BUY,Up,btc-updown-15m-1765389600,0.27,17.0,4.59,0
1765390110,2025-12-11 02:08:30,BUY,Up,btc-updown-15m-1765389600,0.27,17.0,4.59,0
1765390110,2025-12-11 02:08:30,BUY,Up,btc-updown-15m-1765389600,0.27,17.0,4.59,0
1765390110,2025-12-11 02:08:30,BUY,Up,btc-updown-15m-1765389600,0.27,17.0,4.59,0
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200002460458383,2.43857,1.755771,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.72,1.49,1.0728,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.72,0.12,0.0864,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7100001772019326,3.273102,2.323903,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.71,0.52,0.3692,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7100004555801499,1.273102,0.903903,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7100001529091493,3.793102,2.693103,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001527273283,3.92857,2.828571,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001527273283,3.92857,2.828571,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200005178798001,1.15857,0.834171,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.72,2.77,1.9944,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001527273283,3.92857,2.828571,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001527273283,3.92857,2.828571,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001527273283,3.92857,2.828571,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001613523478,3.71857,2.677371,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.72,0.21,0.1512,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001527273283,3.92857,2.828571,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.72,5.0,3.6,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7100001529091493,3.793102,2.693103,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001527273283,3.92857,2.828571,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7100001529091493,3.793102,2.693103,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001527273283,3.92857,2.828571,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001527273283,3.92857,2.828571,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001527273283,3.92857,2.828571,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001527273283,3.92857,2.828571,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7100001529091493,3.793102,2.693103,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7100001529091493,3.793102,2.693103,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001527273283,3.92857,2.828571,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7100001529091493,3.793102,2.693103,1
1765390116,2025-12-11 02:08:36,BUY,Down,btc-updown-15m-1765389600,0.7200001527273283,3.92857,2.828571,1
1765390118,2025-12-11 02:08:38,BUY,Up,btc-updown-15m-1765389600,0.28,17.0,4.76,0
1765390118,2025-12-11 02:08:38,BUY,Up,btc-updown-15m-1765389600,0.28,17.0,4.76,0
1765390118,2025-12-11 02:08:38,BUY,Down,btc-updown-15m-1765389600,0.73,10.0,7.3,1
1765390118,2025-12-11 02:08:38,BUY,Down,btc-updown-15m-1765389600,0.73,2.0,1.46,1
1765390118,2025-12-11 02:08:38,BUY,Down,btc-updown-15m-1765389600,0.72,2.0,1.44,1
1765390118,2025-12-11 02:08:38,BUY,Down,btc-updown-15m-1765389600,0.73,5.0,3.65,1
1765390118,2025-12-11 02:08:38,BUY,Down,btc-updown-15m-1765389600,0.72,15.0,10.8,1
1765390124,2025-12-11 02:08:44,BUY,Up,btc-updown-15m-1765389600,0.35,17.0,5.95,0
1765390124,2025-12-11 02:08:44,BUY,Up,btc-updown-15m-1765389600,0.35,17.0,5.95,0
1765390126,2025-12-11 02:08:46,BUY,Down,btc-updown-15m-1765389600,0.66,17.0,11.22,1
1765390126,2025-12-11 02:08:46,BUY,Down,btc-updown-15m-1765389600,0.66,17.0,11.22,1
1765390126,2025-12-11 02:08:46,BUY,Down,btc-updown-15m-1765389600,0.66,17.0,11.22,1
1765390128,2025-12-11 02:08:48,BUY,Down,btc-updown-15m-1765389600,0.68,5.0,3.4,1
1765390128,2025-12-11 02:08:48,BUY,Down,btc-updown-15m-1765389600,0.68,5.0,3.4,1
1765390128,2025-12-11 02:08:48,BUY,Down,btc-updown-15m-1765389600,0.67,17.0,11.39,1
1765390128,2025-12-11 02:08:48,BUY,Down,btc-updown-15m-1765389600,0.68,0.31,0.2108,1
1765390128,2025-12-11 02:08:48,BUY,Down,btc-updown-15m-1765389600,0.67,17.0,11.39,1
1765390132,2025-12-11 02:08:52,BUY,Down,btc-updown-15m-1765389600,0.68,5.0,3.4,1
1765390132,2025-12-11 02:08:52,BUY,Up,btc-updown-15m-1765389600,0.3000001272729355,1.571426,0.471428,0
1765390132,2025-12-11 02:08:52,BUY,Up,btc-updown-15m-1765389600,0.3000001272729355,1.571426,0.471428,0
1765390134,2025-12-11 02:08:54,BUY,Up,btc-updown-15m-1765389600,0.3000001272729355,1.571426,0.471428,0
1765390134,2025-12-11 02:08:54,BUY,Up,btc-updown-15m-1765389600,0.30000001476170984,6.774283,2.032285,0
1765390134,2025-12-11 02:08:54,BUY,Up,btc-updown-15m-1765389600,0.3,13.84,4.152,0
1765390138,2025-12-11 02:08:58,BUY,Down,btc-updown-15m-1765389600,0.7,17.0,11.9,1
1765390140,2025-12-11 02:09:00,BUY,Up,btc-updown-15m-1765389600,0.2700001207521321,1.821914,0.491917,0
1765390140,2025-12-11 02:09:00,BUY,Up,btc-updown-15m-1765389600,0.28,17.0,4.76,0
1765390140,2025-12-11 02:09:00,BUY,Up,btc-updown-15m-1765389600,0.2700000265454777,1.506848,0.406849,0
1765390140,2025-12-11 02:09:00,BUY,Up,btc-updown-15m-1765389600,0.2700000265454777,1.506848,0.406849,0
1765390142,2025-12-11 02:09:02,BUY,Up,btc-updown-15m-1765389600,0.28,17.0,4.76,0
1765390142,2025-12-11 02:09:02,BUY,Up,btc-updown-15m-1765389600,0.29,17.0,4.93,0
1765390142,2025-12-11 02:09:02,BUY,Up,btc-updown-15m-1765389600,0.28,17.0,4.76,0
1765390142,2025-12-11 02:09:02,BUY,Up,btc-updown-15m-1765389600,0.28,17.0,4.76,0
1765390142,2025-12-11 02:09:02,BUY,Up,btc-updown-15m-1765389600,0.28,17.0,4.76,0
1765390146,2025-12-11 02:09:06,BUY,Up,btc-updown-15m-1765389600,0.28,1.527775,0.427777,0
1765390152,2025-12-11 02:09:12,BUY,Down,btc-updown-15m-1765389600,0.57,17.0,9.69,1
1765390152,2025-12-11 02:09:12,BUY,Down,btc-updown-15m-1765389600,0.57,17.0,9.69,1
1765390152,2025-12-11 02:09:12,BUY,Down,btc-updown-15m-1765389600,0.57,17.0,9.69,1
1765390152,2025-12-11 02:09:12,BUY,Down,btc-updown-15m-1765389600,0.57,10.0,5.7,1
1765390152,2025-12-11 02:09:12,BUY,Down,btc-updown-15m-1765389600,0.57,17.0,9.69,1
1765390152,2025-12-11 02:09:12,BUY,Down,btc-updown-15m-1765389600,0.57,17.0,9.69,1
1765390152,2025-12-11 02:09:12,BUY,Down,btc-updown-15m-1765389600,0.57,17.0,9.69,1
1765390154,2025-12-11 02:09:14,BUY,Down,btc-updown-15m-1765389600,0.56,17.0,9.52,1
1765390154,2025-12-11 02:09:14,BUY,Down,btc-updown-15m-1765389600,0.55,17.0,9.35,1
1765390154,2025-12-11 02:09:14,BUY,Down,btc-updown-15m-1765389600,0.56,17.0,9.52,1
1765390156,2025-12-11 02:09:16,BUY,Down,btc-updown-15m-1765389600,0.56,17.0,9.52,1
1765390156,2025-12-11 02:09:16,BUY,Down,btc-updown-15m-1765389600,0.56,17.0,9.52,1
1765390156,2025-12-11 02:09:16,BUY,Down,btc-updown-15m-1765389600,0.55,10.0,5.5,1
1765390158,2025-12-11 02:09:18,BUY,Up,btc-updown-15m-1765389600,0.48,0.88,0.4224,0
1765390158,2025-12-11 02:09:18,BUY,Up,btc-updown-15m-1765389600,0.48,5.0,2.4,0
1765390158,2025-12-11 02:09:18,BUY,Up,btc-updown-15m-1765389600,0.5,7.0,3.5,0
1765390158,2025-12-11 02:09:18,BUY,Up,btc-updown-15m-1765389600,0.48,11.12,5.3376,0
1765390158,2025-12-11 02:09:18,BUY,Up,btc-updown-15m-1765389600,0.48,17.0,8.16,0
1765390158,2025-12-11 02:09:18,BUY,Up,btc-updown-15m-1765389600,0.48,17.0,8.16,0
1765390158,2025-12-11 02:09:18,BUY,Up,btc-updown-15m-1765389600,0.48,4.88,2.3424,0
1765390158,2025-12-11 02:09:18,BUY,Up,btc-updown-15m-1765389600,0.48,10.0,4.8,0
